# Program:featureCounts v2.0.3; Command:"featureCounts" "-F" "SAF" "-s" "2" "-O" "-a" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/hg38_transcript_start_stop.SAF" "-o" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/results/feature_counts_hg38_WITH-0_saf.txt" "/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/daliasebat/Desktop/Yeo-Lab-Summer/bams/one_bam_file/IP25.sorted.bam
TRIM15	chr6	30163205	30172689	+	9485	14
TRIM14	chr9	98069274	98119210	-	49937	2458
TRIM13	chr13	49997041	50018467	+	21427	2125
TRIM11	chr1	228393675	228406835	-	13161	2636
TRIM10	chr6	30151942	30161211	-	9270	40
TRIL	chr7	28953357	28958330	-	4974	12
TRIB3	chr20	381020	397559	+	16540	340
TRIB2	chr2	12716888	12742734	+	25847	173
TRIB1	chr8	125430357	125438403	+	8047	1022
TRIAP1	chr12	120443963	120446384	-	2422	510
TRHR	chr8	109086584	109121565	+	34982	2
TRHDE-AS1	chr12	72253537	72274907	-	21371	978
TRHDE	chr12	72272369	72670758	+	398390	680
TRH	chr3	129974687	129977935	+	3249	1
TRGV9	chr7	38317016	38318861	-	1846	0
TRGV8	chr7	38330342	38330935	-	594	0
TRGV5	chr7	38349354	38350022	-	669	0
TRGV4	chr7	38353714	38354517	-	804	1
TRGV3	chr7	38358511	38359162	-	652	1
TRGV2	chr7	38362863	38363518	-	656	1
TRGV11	chr7	38291615	38292078	-	464	0
TRGV10	chr7	38299810	38300322	-	513	0
TRGV1	chr7	38367585	38368169	-	585	0
TRGJP2	chr7	38256336	38256396	-	61	0
TRGJP1	chr7	38276258	38276318	-	61	0
TRGJP	chr7	38273586	38273647	-	62	0
TRGJ2	chr7	38253379	38253429	-	51	0
TRGJ1	chr7	38269490	38269540	-	51	0
TRGC2	chr7	38239579	38249572	-	9994	0
TRGC1	chr7	38257878	38265678	-	7801	1
TRG-AS1	chr7	38341614	38378804	+	37191	98
TREX2	chrX	153444719	153470587	-	25869	2007
TREX1	chr3	48465810	48467645	+	1836	368
TRERNA1	chr20	50040715	50041504	-	790	0
TRERF1	chr6	42224930	42452051	-	227122	1141
TREML4	chr6	41228348	41238882	+	10535	1
TREML2	chr6	41189748	41201149	-	11402	1
TREML1	chr6	41149341	41154337	-	4997	0
TREM2	chr6	41158506	41163186	-	4681	0
TREM1	chr6	41267925	41286665	-	18741	0
TREH	chr11	118657315	118679650	-	22336	1
TRDV3	chr14	22469040	22469698	-	659	0
TRDV2	chr14	22422370	22423042	+	673	0
TRDV1	chr14	22096506	22096608	+	103	0
TRDN-AS1	chr6	123389420	123471759	+	82340	3
TRDN	chr6	123216338	123636950	-	420613	227
TRDMT1	chr10	17137335	17201672	-	64338	1889
TRDJ4	chr14	22455248	22455296	+	49	0
TRDJ3	chr14	22459097	22459156	+	60	0
TRDJ2	chr14	22456688	22456742	+	55	0
TRDJ1	chr14	22450088	22450139	+	52	0
TRDD3	chr14	22449112	22449125	+	14	0
TRDD2	chr14	22439006	22439015	+	10	0
TRDD1	chr14	22438546	22438554	+	9	0
TRDC	chr14	22462931	22465787	+	2857	0
TRBV9	chr7	142391890	142392412	+	523	0
TRBV7-9	chr7	142529289	142529762	+	474	0
TRBV7-7	chr7	142511625	142512127	+	503	0
TRBV7-6	chr7	142492131	142492673	+	543	1
TRBV7-4	chr7	142455173	142455635	+	463	0
TRBV7-3	chr7	142384328	142384841	+	514	0
TRBV7-2	chr7	142352818	142353358	+	541	0
TRBV7-1	chr7	142332181	142332701	+	521	0
TRBV6-8	chr7	142507381	142507810	+	430	0
TRBV6-7	chr7	142487862	142488295	+	434	0
TRBV6-6	chr7	142469536	142470013	+	478	0
TRBV6-5	chr7	142450946	142451448	+	503	1
TRBV6-4	chr7	142380805	142381261	+	457	0
TRBV6-2	chr7	142349151	142349664	+	514	0
TRBV6-1	chr7	142328296	142328786	+	491	0
TRBV5-7	chr7	142520089	142520556	+	468	0
TRBV5-6	chr7	142500027	142500534	+	508	0
TRBV5-5	chr7	142482547	142483019	+	473	0
TRBV5-4	chr7	142462915	142463581	+	667	0
TRBV5-3	chr7	142389201	142389668	+	468	0
TRBV5-1	chr7	142320676	142321544	+	869	0
TRBV4-2	chr7	142345420	142345985	+	566	0
TRBV4-1	chr7	142313183	142313666	+	484	0
TRBV30	chr7	142812585	142813399	-	815	0
TRBV3-1	chr7	142308541	142309048	+	508	0
TRBV29-1	chr7	142740205	142740894	+	690	0
TRBV28	chr7	142720659	142721160	+	502	0
TRBV27	chr7	142715345	142715861	+	517	0
TRBV25-1	chr7	142670739	142671244	+	506	0
TRBV24-1	chr7	142656700	142657213	+	514	1
TRBV23-1	chr7	142645960	142646467	+	508	0
TRBV20OR9-2	chr9	33617761	33618506	+	746	8
TRBV20-1	chr7	142626648	142627399	+	752	0
TRBV2	chr7	142300923	142301432	+	510	0
TRBV19	chr7	142618848	142619532	+	685	0
TRBV18	chr7	142615715	142616415	+	701	0
TRBV17	chr7	142601627	142602360	+	734	0
TRBV16	chr7	142598015	142598469	+	455	0
TRBV15	chr7	142592927	142593473	+	547	0
TRBV14	chr7	142587867	142588359	+	493	0
TRBV13	chr7	142535808	142536292	+	485	0
TRBV12-5	chr7	142580916	142581427	+	512	0
TRBV12-4	chr7	142563739	142564245	+	507	0
TRBV12-3	chr7	142560422	142560931	+	510	0
TRBV11-3	chr7	142554835	142555318	+	484	0
TRBV11-2	chr7	142433894	142434394	+	501	0
TRBV11-1	chr7	142407671	142408136	+	466	0
TRBV10-3	chr7	142544211	142544685	+	475	0
TRBV10-2	chr7	142424964	142425465	+	502	0
TRBV10-1	chr7	142399859	142400377	+	519	0
TRBJ2-7	chr7	142797455	142797502	+	48	0
TRBJ2-6	chr7	142797238	142797291	+	54	0
TRBJ2-5	chr7	142797118	142797166	+	49	0
TRBJ2-4	chr7	142796997	142797047	+	51	0
TRBJ2-3	chr7	142796846	142796895	+	50	0
TRBJ2-2P	chr7	142796696	142796742	+	47	0
TRBJ2-2	chr7	142796559	142796610	+	52	0
TRBJ2-1	chr7	142796364	142796414	+	51	0
TRBJ1-6	chr7	142788987	142789040	+	54	0
TRBJ1-5	chr7	142788497	142788547	+	51	0
TRBJ1-4	chr7	142788224	142788275	+	52	0
TRBJ1-3	chr7	142787629	142787679	+	51	0
TRBJ1-2	chr7	142787016	142787064	+	49	0
TRBJ1-1	chr7	142786879	142786927	+	49	0
TRBD1	chr7	142786212	142786224	+	13	0
TRBC2	chr7	142801040	142802748	+	1709	0
TRBC1	chr7	142791693	142793368	+	1676	0
TRAV9-2	chr14	21941127	21941657	+	531	0
TRAV9-1	chr14	21811501	21811977	+	477	0
TRAV8-7	chr14	22132552	22133034	+	483	1
TRAV8-6	chr14	21978458	21979120	+	663	0
TRAV8-4	chr14	21894432	21895030	+	599	0
TRAV8-3	chr14	21852557	21853006	+	450	1
TRAV8-2	chr14	21846536	21847221	+	686	0
TRAV8-1	chr14	21797286	21797886	+	601	0
TRAV7	chr14	21782992	21783503	+	512	0
TRAV6	chr14	21768488	21769080	+	593	0
TRAV5	chr14	21749177	21749705	+	529	0
TRAV41	chr14	22320187	22320691	+	505	0
TRAV40	chr14	22314489	22314919	+	431	0
TRAV4	chr14	21736151	21736982	+	832	1
TRAV39	chr14	22304053	22304553	+	501	0
TRAV38-2DV8	chr14	22281104	22281748	+	645	0
TRAV38-1	chr14	22271967	22272563	+	597	0
TRAV36DV7	chr14	22226745	22227254	+	510	0
TRAV34	chr14	22207521	22208129	+	609	0
TRAV30	chr14	22168428	22168988	+	561	0
TRAV3	chr14	21723712	21724321	+	610	0
TRAV29DV5	chr14	22163237	22163870	+	634	0
TRAV27	chr14	22147994	22148633	+	640	0
TRAV26-2	chr14	22202582	22203368	+	787	0
TRAV26-1	chr14	22123317	22124285	+	969	0
TRAV25	chr14	22112346	22113031	+	686	0
TRAV24	chr14	22105342	22105846	+	505	0
TRAV23DV6	chr14	22086406	22086961	+	556	0
TRAV22	chr14	22070556	22071208	+	653	0
TRAV21	chr14	22052513	22053056	+	544	0
TRAV20	chr14	22040593	22041153	+	561	0
TRAV2	chr14	21712320	21712843	+	524	0
TRAV19	chr14	22007511	22008181	+	671	0
TRAV18	chr14	22003105	22003673	+	569	0
TRAV17	chr14	21997538	21998168	+	631	0
TRAV16	chr14	21990495	21990938	+	444	0
TRAV14DV4	chr14	21924062	21924651	+	590	0
TRAV13-2	chr14	21918187	21918756	+	570	0
TRAV13-1	chr14	21868838	21869365	+	528	0
TRAV12-3	chr14	21965450	21966061	+	612	0
TRAV12-2	chr14	21887856	21888502	+	647	0
TRAV12-1	chr14	21841239	21841774	+	536	0
TRAV10	chr14	21825471	21826075	+	605	0
TRAV1-2	chr14	21642888	21643578	+	691	0
TRAV1-1	chr14	21621837	21622567	+	731	0
TRAT1	chr3	108822785	108855005	+	32221	0
TRARG1	chr17	1279661	1300978	+	21318	2
TRAPPC9	chr8	139727724	140458579	-	730856	3129
TRAPPC8	chr18	31829179	31943128	-	113950	3080
TRAPPC6B	chr14	39147811	39170393	-	22583	1407
TRAPPC6A	chr19	45162927	45178237	-	15311	503
TRAPPC5	chr19	7680832	7687703	+	6872	308
TRAPPC4	chr11	119018765	119025454	+	6690	606
TRAPPC3L	chr6	116494988	116545684	-	50697	10
TRAPPC3	chr1	36136569	36156053	-	19485	1735
TRAPPC2L	chr16	88857085	88862686	+	5602	954
TRAPPC2B	chr19	57363550	57365405	+	1856	149
TRAPPC2	chrX	13712243	13734635	-	22393	2515
TRAPPC13	chr5	65625026	65666233	+	41208	2600
TRAPPC12-AS1	chr2	3481241	3482409	-	1169	2
TRAPPC12	chr2	3379674	3479567	+	99894	3980
TRAPPC11	chr4	183659266	183713594	+	54329	2196
TRAPPC10	chr21	44012308	44106552	+	94245	4748
TRAPPC1	chr17	7930344	7931999	-	1656	463
TRAP1	chr16	3658036	3717524	-	59489	8801
TRANK1	chr3	36826819	36945057	-	118239	10
TRAM2-AS1	chr6	52577415	52643032	+	65618	192
TRAM2	chr6	52497407	52577060	-	79654	1858
TRAM1L1	chr4	117083553	117085576	-	2024	209
TRAM1	chr8	70573217	70608416	-	35200	1922
TRAK2	chr2	201377206	201451458	-	74253	2550
TRAK1	chr3	42013801	42225889	+	212089	6762
TRAJ9	chr14	22535553	22535614	+	62	0
TRAJ7	chr14	22537621	22537680	+	60	0
TRAJ61	chr14	22475315	22475375	+	61	0
TRAJ6	chr14	22539072	22539134	+	63	0
TRAJ59	chr14	22476552	22476606	+	55	0
TRAJ58	chr14	22477706	22477769	+	64	0
TRAJ57	chr14	22478871	22478934	+	64	0
TRAJ56	chr14	22479520	22479582	+	63	0
TRAJ54	chr14	22482286	22482346	+	61	0
TRAJ53	chr14	22483003	22483069	+	67	0
TRAJ52	chr14	22486227	22486296	+	70	0
TRAJ50	chr14	22488592	22488652	+	61	0
TRAJ5	chr14	22540246	22540306	+	61	0
TRAJ49	chr14	22489487	22489543	+	57	0
TRAJ48	chr14	22490490	22490553	+	64	0
TRAJ47	chr14	22492850	22492907	+	58	0
TRAJ46	chr14	22493402	22493465	+	64	0
TRAJ45	chr14	22493924	22493990	+	67	0
TRAJ44	chr14	22494820	22494883	+	64	0
TRAJ43	chr14	22495912	22495966	+	55	0
TRAJ42	chr14	22496886	22496952	+	67	0
TRAJ41	chr14	22497656	22497718	+	63	0
TRAJ40	chr14	22499688	22499749	+	62	0
TRAJ4	chr14	22542198	22542261	+	64	0
TRAJ39	chr14	22501600	22501663	+	64	0
TRAJ38	chr14	22502230	22502292	+	63	0
TRAJ37	chr14	22503749	22503814	+	66	0
TRAJ36	chr14	22505109	22505167	+	59	0
TRAJ35	chr14	22506643	22506702	+	60	0
TRAJ34	chr14	22507665	22507723	+	59	0
TRAJ33	chr14	22508601	22508658	+	58	0
TRAJ32	chr14	22509340	22509406	+	67	0
TRAJ31	chr14	22510967	22511024	+	58	0
TRAJ30	chr14	22512851	22512908	+	58	0
TRAJ3	chr14	22543178	22543240	+	63	0
TRAJ29	chr14	22513938	22513998	+	61	0
TRAJ28	chr14	22515622	22515688	+	67	0
TRAJ27	chr14	22516272	22516331	+	60	0
TRAJ26	chr14	22518445	22518505	+	61	0
TRAJ25	chr14	22518811	22518871	+	61	0
TRAJ24	chr14	22519968	22520031	+	64	0
TRAJ23	chr14	22520415	22520478	+	64	0
TRAJ22	chr14	22522039	22522102	+	64	0
TRAJ21	chr14	22523599	22523654	+	56	0
TRAJ20	chr14	22524324	22524381	+	58	0
TRAJ2	chr14	22544070	22544136	+	67	0
TRAJ19	chr14	22525262	22525322	+	61	0
TRAJ18	chr14	22525649	22525715	+	67	0
TRAJ17	chr14	22526843	22526906	+	64	0
TRAJ16	chr14	22528526	22528586	+	61	0
TRAJ14	chr14	22530326	22530378	+	53	0
TRAJ13	chr14	22531075	22531138	+	64	0
TRAJ12	chr14	22531938	22531998	+	61	0
TRAJ11	chr14	22532501	22532561	+	61	0
TRAJ10	chr14	22533496	22533560	+	65	0
TRAJ1	chr14	22545036	22545098	+	63	0
TRAIP	chr3	49828600	49856564	-	27965	1959
TRAFD1	chr12	112125544	112153603	+	28060	1212
TRAF7	chr16	2155781	2178129	+	22349	2327
TRAF6	chr11	36483768	36510272	-	26505	1400
TRAF5	chr1	211326614	211374940	+	48327	2988
TRAF4	chr17	28744010	28750956	+	6947	2739
TRAF3IP3	chr1	209756052	209782310	+	26259	3
TRAF3IP2-AS1	chr6	111483549	111587133	+	103585	7569
TRAF3IP2	chr6	111555380	111605878	-	50499	669
TRAF3IP1	chr2	238320440	238400822	+	80383	1855
TRAF3	chr14	102777448	102911500	+	134053	9924
TRAF2	chr9	136886515	136926607	+	40093	7574
TRAF1	chr9	120902392	120929173	-	26782	650
TRADD	chr16	67154184	67159909	-	5726	489
TRAC	chr14	22547505	22552156	+	4652	0
TRABD2B	chr1	47760527	47997385	-	236859	4842
TRABD2A	chr2	84821649	84881245	-	59597	396
TRABD	chr22	50185916	50199598	+	13683	5895
TRA2B	chr3	185914557	185938014	-	23458	8094
TRA2A	chr7	23504783	23532041	-	27259	8251
TPX2	chr20	31739270	31801805	+	62536	3851
TPTEP2-CSNK1E	chr22	38291917	38398522	-	106606	11309
TPTE2	chr13	19423051	19536762	-	113712	149
TPTE	chr21	10521552	10606140	+	84589	18
TPT1-AS1	chr13	45341482	45417975	+	76494	1630
TPT1	chr13	45333470	45341284	-	7815	3846
TPST2	chr22	26525745	26596717	-	70973	1023
TPST1	chr7	66205333	66360443	+	155111	2805
TPSG1	chr16	1221650	1225257	-	3608	4
TPSD1	chr16	1256068	1259008	+	2941	0
TPSB2	chr16	1228335	1230184	-	1850	0
TPSAB1	chr16	1240704	1242554	+	1851	0
TPRX1	chr19	47801242	47819051	-	17810	0
TPRN	chr9	137191618	137200741	-	9124	1372
TPRKB	chr2	73729889	73737400	-	7512	786
TPRG1L	chr1	3625014	3630127	+	5114	258
TPRG1-AS2	chr3	189238685	189240594	-	1910	0
TPRG1-AS1	chr3	188941714	188947639	-	5926	2
TPRG1	chr3	188947213	189321061	+	373849	450
TPRA1	chr3	127571265	127598267	-	27003	2041
TPR	chr1	186311651	186375253	-	63603	19920
TPPP3	chr16	67389824	67393518	-	3695	41
TPPP2	chr14	21030216	21032815	+	2600	0
TPPP	chr5	659861	693352	-	33492	951
TPP2	chr13	102596985	102679958	+	82974	9698
TPP1	chr11	6612767	6619422	-	6656	950
TPO	chr2	1413462	1543673	+	130212	22
TPMT	chr6	18128310	18155077	-	26768	461
TPM4	chr19	16067537	16103002	+	35466	3182
TPM3	chr1	154157317	154192058	-	34742	2790
TPM2	chr9	35681992	35690056	-	8065	659
TPM1-AS	chr15	63046033	63049387	-	3355	5
TPM1	chr15	63042684	63071889	+	29206	2865
TPK1	chr7	144451940	144836053	-	384114	1067
TPI1	chr12	6867118	6870948	+	3831	4516
TPH2	chr12	71938844	72032440	+	93597	12
TPH1	chr11	18017563	18041325	-	23763	481
TPGS2	chr18	36780026	36829216	-	49191	2407
TPGS1	chr19	507496	519654	+	12159	279
TPD52L3	chr9	6328403	6331900	+	3498	0
TPD52L2	chr20	63865227	63891545	+	26319	7934
TPD52L1	chr6	125153764	125264407	+	110644	3790
TPD52	chr8	80034744	80171558	-	136815	6446
TPCN2	chr11	69048931	69136316	+	87386	4319
TPCN1	chr12	113221459	113298585	+	77127	4323
TPBGL	chr11	75240773	75243704	+	2932	3
TPBG	chr6	82363205	82367417	+	4213	936
TP73-AS2	chr1	3712199	3714298	-	2100	0
TP73	chr1	3652515	3736201	+	83687	1298
TP63	chr3	189631388	189897276	+	265889	13
TP53TG5	chr20	45372556	45378325	-	5770	4
TP53TG3F	chr16	33459044	33462246	+	3203	0
TP53TG3E	chr16	33303738	33306935	+	3198	0
TP53TG3D	chr16	32252718	32255922	+	3205	0
TP53TG3C	chr16	33193658	33196858	+	3201	0
TP53TG3B	chr16	33360273	33363478	+	3206	0
TP53TG3	chr16	32673530	32676732	-	3203	0
TP53TG1	chr7	87322942	87345528	-	22587	266
TP53RK	chr20	46685533	46689440	-	3908	387
TP53INP2	chr20	34704338	34713439	+	9102	173
TP53INP1	chr8	94925971	94949378	-	23408	826
TP53I3	chr2	24077432	24085215	-	7784	40
TP53I13	chr17	29568700	29573157	+	4458	766
TP53I11	chr11	44932347	44951306	-	18960	535
TP53BP2	chr1	223779892	223845947	-	66056	2792
TP53BP1	chr15	43407208	43510614	-	103407	4782
TP53AIP1	chr11	128934730	128942927	-	8198	23
TP53	chr17	7668401	7687538	-	19138	2636
TOX4	chr14	21476754	21499175	+	22422	964
TOX3	chr16	52436416	52547143	-	110728	45
TOX2	chr20	43914851	44069616	+	154766	808
TOX	chr8	58805411	59119147	-	313737	130
TOR4A	chr9	137277725	137282641	+	4917	532
TOR3A	chr1	179082085	179098023	+	15939	1502
TOR2A	chr9	127731523	127735294	-	3772	541
TOR1B	chr9	129803183	129811281	+	8099	2208
TOR1AIP2	chr1	179839966	179877799	-	37834	7787
TOR1AIP1	chr1	179882311	179925000	+	42690	1574
TOR1A	chr9	129812964	129824244	-	11281	1725
TOPORS	chr9	32540543	32552586	-	12044	842
TOPBP1	chr3	133600270	133662380	-	62111	6734
TOPAZ1	chr3	44241885	44332098	+	90214	2
TOP3B	chr22	21957024	21982787	-	25764	4305
TOP3A	chr17	18271427	18314994	-	43568	5025
TOP2B	chr3	25597985	25664499	-	66515	6366
TOP2A	chr17	40388524	40417896	-	29373	14284
TOP1MT	chr8	143309359	143359977	-	50619	671
TOP1	chr20	41028821	41124487	+	95667	5168
TONSL-AS1	chr8	144437674	144439971	+	2298	3
TONSL	chr8	144428774	144444440	-	15667	3689
TOMM70	chr3	100363430	100401089	-	37660	2977
TOMM7	chr7	22812631	22822851	-	10221	1381
TOMM6	chr6	41787661	41789898	+	2238	1121
TOMM5	chr9	37588412	37592597	-	4186	813
TOMM40L	chr1	161225938	161230744	+	4807	721
TOMM40	chr19	44891219	44903689	+	12471	2179
TOMM34	chr20	44942129	44960397	-	18269	997
TOMM22	chr22	38681956	38685421	+	3466	659
TOMM20L	chr14	58395929	58408702	+	12774	25
TOMM20	chr1	235109340	235128837	-	19498	7014
TOM1L2	chr17	17843510	17972410	-	128901	3925
TOM1L1	chr17	54900751	54961949	+	61199	7081
TOM1	chr22	35299274	35347992	+	48719	857
TOLLIP-AS1	chr11	1309768	1310707	+	940	17
TOLLIP	chr11	1274370	1309632	-	35263	1236
TOGARAM2	chr2	28981297	29061373	+	80077	275
TOGARAM1	chr14	44962189	45074431	+	112243	4735
TOE1	chr1	45340169	45343973	+	3805	1188
TOB2	chr22	41433493	41446801	-	13309	1864
TOB1-AS1	chr17	50866753	50910774	+	44022	108
TOB1	chr17	50862979	50867978	-	5000	404
TNXB	chr6	32041153	32109374	-	68222	522
TNS4	chr17	40475833	40501623	-	25791	4
TNS3	chr7	47275153	47582111	-	306959	2386
TNS2	chr12	53046968	53064369	+	17402	257
TNS1	chr2	217799587	218010421	-	210835	266
TNRC6C-AS1	chr17	78107397	78111799	-	4403	79
TNRC6C	chr17	77959239	78106037	+	146799	5669
TNRC6B	chr22	40044816	40335807	+	290992	14375
TNRC6A	chr16	24729650	24826218	+	96569	10627
TNRC18	chr7	5306789	5423546	-	116758	6394
TNR-IT1	chr1	175538774	175556818	-	18045	0
TNR	chr1	175315193	175743595	-	428403	9
TNPO3	chr7	128954179	129055173	-	100995	5649
TNPO2	chr19	12699193	12723996	-	24804	14877
TNPO1	chr5	72816311	72916733	+	100423	11003
TNP2	chr16	11267747	11269533	-	1787	0
TNP1	chr2	216859457	216860064	-	608	0
TNNT3	chr11	1919705	1938706	+	19002	13
TNNT2	chr1	201359007	201377764	-	18758	1
TNNT1	chr19	55132697	55149206	-	16510	431
TNNI3K	chr1	74235386	74544428	+	309043	457
TNNI3	chr19	55151766	55157732	-	5967	168
TNNI2	chr11	1838980	1841678	+	2699	1
TNNI1	chr1	201408863	201429866	-	21004	2
TNNC2	chr20	45823213	45833745	-	10533	29
TNNC1	chr3	52451099	52454041	-	2943	19
TNN	chr1	175067832	175148075	+	80244	13
TNMD	chrX	100584935	100599885	+	14951	0
TNKS2-AS1	chr10	91782834	91798304	-	15471	80
TNKS2	chr10	91798425	91865475	+	67051	6777
TNKS1BP1	chr11	57299641	57324952	-	25312	1733
TNKS	chr8	9555911	9782346	+	226436	11188
TNK2-AS1	chr3	195908075	195911257	+	3183	15
TNK2	chr3	195863363	195909084	-	45722	8507
TNK1	chr17	7380533	7389774	+	9242	2
TNIP3	chr4	121132282	121227466	-	95185	24
TNIP2	chr4	2741647	2756336	-	14690	1137
TNIP1	chr5	151029948	151087158	-	57211	1169
TNIK	chr3	171058413	171460405	-	401993	6559
TNFSF9	chr19	6531025	6535924	+	4900	92
TNFSF8	chr9	114893342	114930595	-	37254	0
TNFSF4	chr1	173183730	173207331	-	23602	82
TNFSF18	chr1	173039959	173050963	-	11005	2
TNFSF15	chr9	114784651	114806039	-	21389	1
TNFSF14	chr19	6661252	6670160	-	8909	2
TNFSF13B	chr13	108269628	108308484	+	38857	53
TNFSF13	chr17	7558291	7561608	+	3318	8
TNFSF12-TNFSF13	chr17	7549098	7561601	+	12504	27
TNFSF12	chr17	7549057	7557881	+	8825	19
TNFSF11	chr13	42562735	42607174	+	44440	2
TNFSF10	chr3	172505507	172523430	-	17924	1
TNFRSF9	chr1	7915893	7943165	-	27273	37
TNFRSF8	chr1	12063302	12144207	+	80906	38
TNFRSF6B	chr20	63696651	63698684	+	2034	907
TNFRSF4	chr1	1211339	1214153	-	2815	12
TNFRSF25	chr1	6460785	6466173	-	5389	420
TNFRSF21	chr6	47231531	47309905	-	78375	1251
TNFRSF1B	chr1	12166990	12209220	+	42231	1
TNFRSF1A	chr12	6328770	6342076	-	13307	642
TNFRSF19	chr13	23570369	23676104	+	105736	949
TNFRSF18	chr1	1203507	1206592	-	3086	0
TNFRSF17	chr16	11965209	11968068	+	2860	0
TNFRSF14-AS1	chr1	2549919	2557011	-	7093	1
TNFRSF14	chr1	2556365	2563829	+	7465	20
TNFRSF13C	chr22	41922031	41926806	-	4776	2430
TNFRSF13B	chr17	16933064	16972118	-	39055	2
TNFRSF12A	chr16	3018444	3022086	+	3643	67
TNFRSF11B	chr8	118923556	118951885	-	28330	3
TNFRSF11A	chr18	62325309	62391288	+	65980	879
TNFRSF10D	chr8	23135587	23164027	-	28441	1759
TNFRSF10C	chr8	23102920	23117445	+	14526	93
TNFRSF10B	chr8	23020132	23069031	-	48900	8950
TNFRSF10A-AS1	chr8	23189278	23190675	+	1398	0
TNFRSF10A	chr8	23190451	23225102	-	34652	4
TNFAIP8L3	chr15	51056597	51105276	-	48680	80
TNFAIP8L2	chr1	151156648	151159749	+	3102	1
TNFAIP8L1	chr19	4639515	4655568	+	16054	133
TNFAIP8	chr5	119268691	119393394	+	124704	2240
TNFAIP6	chr2	151357591	151380046	+	22456	2
TNFAIP3	chr6	137867258	137883312	+	16055	325
TNFAIP2	chr14	103121475	103137439	+	15965	681
TNFAIP1	chr17	28335760	28347009	+	11250	1211
TNF	chr6	31575564	31578336	+	2773	14
TNC	chr9	115019577	115118257	-	98681	34742
TMX4	chr20	7977345	8019761	-	42417	980
TMX3	chr18	68673687	68715108	-	41422	4525
TMX2	chr11	57712592	57740973	+	28382	3443
TMX1	chr14	51240246	51257655	+	17410	1662
TMUB2	chr17	44186971	44191929	+	4959	1600
TMUB1	chr7	151081084	151083493	-	2410	734
TMTC4	chr13	100603926	100674879	-	70954	3363
TMTC3	chr12	88142306	88199887	+	57582	4419
TMTC2	chr12	82686905	83134866	+	447962	10491
TMTC1	chr12	29500839	29784759	-	283921	2871
TMSB4Y	chrY	13703898	13706024	+	2127	0
TMSB4X	chrX	12975109	12977226	+	2118	515
TMSB15B-AS1	chrX	103880645	103919088	-	38444	691
TMSB15B	chrX	103918895	103965987	+	47093	328
TMSB15A	chrX	102513681	102516739	-	3059	87
TMSB10	chr2	84905655	84906671	+	1017	2837
TMPRSS9	chr19	2360237	2426239	+	66003	76
TMPRSS7	chr3	112034842	112081165	+	46324	3
TMPRSS6	chr22	37065435	37109713	-	44279	10
TMPRSS5	chr11	113687546	113706373	-	18828	442
TMPRSS4	chr11	118077037	118121890	+	44854	2
TMPRSS3	chr21	42371886	42396052	-	24167	1
TMPRSS2	chr21	41464304	41508158	-	43855	1
TMPRSS15	chr21	18269115	18403785	-	134671	1
TMPRSS13	chr11	117900640	117929402	-	28763	50
TMPRSS12	chr12	50842919	50887884	+	44966	1
TMPRSS11F	chr4	68053197	68129869	-	76673	1
TMPRSS11E	chr4	68447462	68497604	+	50143	0
TMPRSS11D	chr4	67820875	67884002	-	63128	3
TMPRSS11B	chr4	68226652	68245694	-	19043	2
TMPRSS11A	chr4	67909384	67963426	-	54043	18
TMPPE	chr3	33090421	33097146	-	6726	490
TMPO-AS1	chr12	98512972	98516422	-	3451	365
TMPO	chr12	98515589	98550351	+	34763	10787
TMOD4	chr1	151169986	151175981	-	5996	145
TMOD3	chr15	51829652	51915725	+	86074	2664
TMOD2	chr15	51751596	51816363	+	64768	2575
TMOD1	chr9	97501179	97601741	+	100563	2370
TMLHE-AS1	chrX	155466539	155494110	+	27572	5
TMLHE	chrX	155490787	155719098	-	228312	1864
TMIGD3	chr1	111483347	111563962	-	80616	3
TMIGD2	chr19	4292231	4302431	-	10201	0
TMIGD1	chr17	30316332	30334059	-	17728	3
TMIE	chr3	46694527	46710853	+	16327	9
TMF1	chr3	69019826	69052333	-	32508	2061
TMEM9B-AS1	chr11	8964674	8976283	+	11610	533
TMEM9B	chr11	8947500	8965011	-	17512	480
TMEM99	chr17	40819121	40836266	+	17146	606
TMEM98	chr17	32928203	32945106	+	16904	1040
TMEM97	chr17	28319199	28328685	+	9487	822
TMEM95	chr17	7355122	7357218	+	2097	0
TMEM94	chr17	75456634	75500452	+	43819	4300
TMEM92-AS1	chr17	50281576	50287855	-	6280	29
TMEM92	chr17	50271405	50281485	+	10081	7
TMEM91	chr19	41350910	41384083	+	33174	1684
TMEM9	chr1	201134771	201171574	-	36804	2249
TMEM8B	chr9	35829227	35865515	+	36289	545
TMEM89	chr3	48620758	48621769	-	1012	5
TMEM88B	chr1	1426127	1427787	+	1661	0
TMEM88	chr17	7855065	7856099	+	1035	33
TMEM87B	chr2	112055268	112119314	+	64047	953
TMEM87A	chr15	42210451	42273584	-	63134	3420
TMEM86B	chr19	55226637	55228763	-	2127	235
TMEM86A	chr11	18698778	18704785	+	6008	49
TMEM82	chr1	15742498	15747982	+	5485	1
TMEM81	chr1	205083128	205084460	-	1333	136
